lookback,batchsize,updates,threshold,numfilters,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,20,5,0,16,0.124188291,0.351130706,0.44549564,0.031099011
18,20,5,0,18,0.125561637,0.34379394,0.279698489,0.03188416
18,20,5,0,20,0.157130497,0.333308253,0.289715531,0.031903756
18,20,5,0.1,16,0.124188291,0.351130706,0.337810675,0.031468513
18,20,5,0.1,18,0.125561637,0.34379394,0.324740071,0.03163094
18,20,5,0.1,20,0.157130497,0.333308253,0.557908275,0.031265837
18,20,5,0.5,16,0.124188291,0.351130706,0.261651886,0.041009765
18,20,5,0.5,18,0.125561637,0.34379394,0.317533034,0.036896685
18,20,5,0.5,20,0.157130497,0.333308253,0.280227668,0.042221343
18,20,6,0,16,0.124188291,0.351130706,0.22750189,0.037775457
18,20,6,0,18,0.125561637,0.34379394,0.330851318,0.038064967
18,20,6,0,20,0.157130497,0.333308253,0.279271202,0.037631272
18,20,6,0.1,16,0.124188291,0.351130706,0.459342456,0.037110539
18,20,6,0.1,18,0.125561637,0.34379394,0.401013509,0.038228965
18,20,6,0.1,20,0.157130497,0.333308253,0.299093759,0.037564812
18,20,6,0.5,16,0.124188291,0.351130706,0.303918994,0.04674291
18,20,6,0.5,18,0.125561637,0.34379394,0.39852485,0.040692408
18,20,6,0.5,20,0.157130497,0.333308253,0.263999611,0.050903508
18,20,7,0,16,0.124188291,0.351130706,0.270392779,0.043852834
18,20,7,0,18,0.125561637,0.34379394,0.36236949,0.044185738
18,20,7,0,20,0.157130497,0.333308253,0.264339883,0.043160081
18,20,7,0.1,16,0.124188291,0.351130706,0.328284274,0.043354338
18,20,7,0.1,18,0.125561637,0.34379394,0.242497093,0.046209212
18,20,7,0.1,20,0.157130497,0.333308253,0.342248843,0.043852427
18,20,7,0.5,16,0.124188291,0.351130706,0.275108437,0.047630396
18,20,7,0.5,18,0.125561637,0.34379394,0.451926269,0.044914621
18,20,7,0.5,20,0.157130497,0.333308253,0.276592488,0.05450598
18,23,5,0,16,0.132810299,0.33521819,0.367564029,0.031903366
18,23,5,0,18,0.128073586,0.32483796,0.615401825,0.032980608
18,23,5,0,20,0.126368559,0.317677541,0.472691303,0.03251948
18,23,5,0.1,16,0.132810299,0.33521819,0.27981442,0.03248245
18,23,5,0.1,18,0.128073586,0.32483796,0.326615437,0.03300204
18,23,5,0.1,20,0.126368559,0.317677541,0.408602846,0.032937142
18,23,5,0.5,16,0.132810299,0.33521819,0.355172789,0.035728255
18,23,5,0.5,18,0.128073586,0.32483796,0.407765671,0.037294768
18,23,5,0.5,20,0.126368559,0.317677541,0.274672361,0.038190356
18,23,6,0,16,0.132810299,0.33521819,0.286590484,0.03778299
18,23,6,0,18,0.128073586,0.32483796,0.273141048,0.038384681
18,23,6,0,20,0.126368559,0.317677541,0.504135745,0.038898348
18,23,6,0.1,16,0.132810299,0.33521819,0.268178265,0.038251911
18,23,6,0.1,18,0.128073586,0.32483796,0.293402615,0.039148848
18,23,6,0.1,20,0.126368559,0.317677541,0.246195606,0.03882059
18,23,6,0.5,16,0.132810299,0.33521819,0.334052626,0.040808667
18,23,6,0.5,18,0.128073586,0.32483796,0.297844432,0.043127096
18,23,6,0.5,20,0.126368559,0.317677541,0.284678399,0.047929206
18,23,7,0,16,0.132810299,0.33521819,0.261624957,0.043860082
18,23,7,0,18,0.128073586,0.32483796,0.28099613,0.045822698
18,23,7,0,20,0.126368559,0.317677541,0.247007135,0.044874667
